"customer_id","model","fuel_type","vehicle_year","color","purchase_price_inr","city","state","customer_segment"
"BMWC0071","BMW X7","Petrol","2022","White","13100000","Coimbatore","Tamil Nadu","Luxury"
"BMWC0072","BMW 5 Series","Petrol","2024","Grey","8150000","Bengaluru","Karnataka","Premium"
"BMWC0073","BMW iX","Electric","2024","Red","14250000","Hyderabad","Telangana","Executive"
"BMWC0074","BMW 7 Series","Petrol","2022","Black","18250000","Chandigarh","Chandigarh","Premium"
"BMWC0075","BMW i4","Electric","2023","Blue","7800000","Ahmedabad","Gujarat","Premium"
"BMWC0076","BMW i5","Electric","2021","White","12450000","Hyderabad","Telangana","Executive"
"BMWC0077","BMW iX1","Electric","2023","Grey","7000000","Chandigarh","Chandigarh","Luxury"
"BMWC0078","BMW i5","Electric","2024","Silver","12050000","Chandigarh","Chandigarh","Executive"
"BMWC0079","BMW 3 Series","Petrol","2025","Red","6450000","Noida","Uttar Pradesh","Business"
"BMWC0080","BMW 3 Series","Petrol","2023","Red","6350000","Chennai","Tamil Nadu","Luxury"
"BMWC0081","BMW X5","Petrol","2025","Blue","11000000","Chandigarh","Chandigarh","Executive"
"BMWC0082","BMW iX1","Electric","2023","Black","6750000","Chennai","Tamil Nadu","Luxury"
"BMWC0083","BMW 5 Series","Petrol","2023","Black","8100000","Bengaluru","Karnataka","Luxury"
"BMWC0084","BMW iX1","Electric","2022","Blue","6950000","Jaipur","Rajasthan","Executive"
"BMWC0085","BMW 2 Series Gran Coupe","Petrol","2024","Black","4450000","Coimbatore","Tamil Nadu","Luxury"
"BMWC0086","BMW i4","Electric","2024","Grey","7400000","Coimbatore","Tamil Nadu","Business"
"BMWC0087","BMW 3 Series","Petrol","2022","Grey","5700000","Delhi","Delhi","Business"
"BMWC0088","BMW 3 Series","Petrol","2025","Grey","6800000","Chandigarh","Chandigarh","Business"
"BMWC0089","BMW X5","Petrol","2022","Black","10500000","Delhi","Delhi","Premium"
"BMWC0090","BMW i7","Electric","2025","Blue","20150000","Jaipur","Rajasthan","Premium"
"BMWC0091","BMW X1","Diesel","2025","Silver","5800000","Delhi","Delhi","Executive"
"BMWC0092","BMW i4","Electric","2025","Black","7800000","Jaipur","Rajasthan","Executive"
"BMWC0093","BMW X3","Diesel","2022","Red","7900000","Chennai","Tamil Nadu","Business"
"BMWC0094","BMW X7","Diesel","2023","Black","14000000","Mumbai","Maharashtra","Business"
"BMWC0095","BMW i5","Electric","2024","Blue","12300000","Noida","Uttar Pradesh","Executive"
"BMWC0096","BMW 2 Series Gran Coupe","Petrol","2022","Blue","4300000","Gurugram","Haryana","Premium"
"BMWC0097","BMW X7","Diesel","2024","Red","14700000","Mumbai","Maharashtra","Premium"
"BMWC0098","BMW X7","Petrol","2025","Black","14350000","Chandigarh","Chandigarh","Business"
"BMWC0099","BMW i7","Electric","2022","Red","20750000","Bengaluru","Karnataka","Executive"
"BMWC0100","BMW iX","Electric","2025","White","14150000","Bengaluru","Karnataka","Executive"
"BMWC0101","BMW 7 Series","Petrol","2026","Silver","17700000","Ahmedabad","Gujarat","Executive"
"BMWC0102","BMW i5","Electric","2022","Silver","12350000","Mumbai","Maharashtra","Business"
"BMWC0103","BMW X7","Petrol","2023","Red","13200000","Chennai","Tamil Nadu","Luxury"
"BMWC0104","BMW X3","Diesel","2021","Red","7700000","Kolkata","West Bengal","Luxury"
"BMWC0105","BMW i7","Electric","2024","Red","21950000","Noida","Uttar Pradesh","Executive"
"BMWC0106","BMW 3 Series","Diesel","2024","Blue","6200000","Bengaluru","Karnataka","Luxury"
"BMWC0107","BMW X3","Diesel","2025","White","7600000","Kochi","Kerala","Business"
"BMWC0108","BMW iX1","Electric","2023","White","6750000","Chennai","Tamil Nadu","Premium"
"BMWC0109","BMW iX1","Electric","2026","White","6900000","Kochi","Kerala","Business"
"BMWC0110","BMW X3","Petrol","2023","White","8200000","Noida","Uttar Pradesh","Business"
"BMWC0111","BMW X7","Diesel","2024","Black","14650000","Jaipur","Rajasthan","Premium"
"BMWC0112","BMW i7","Electric","2026","White","20500000","Hyderabad","Telangana","Premium"
"BMWC0113","BMW X5","Petrol","2024","Red","10450000","Gurugram","Haryana","Luxury"
"BMWC0114","BMW 2 Series Gran Coupe","Diesel","2025","Black","4500000","Chandigarh","Chandigarh","Luxury"
"BMWC0115","BMW iX1","Electric","2023","Black","6800000","Bengaluru","Karnataka","Premium"
"BMWC0116","BMW i5","Electric","2023","Silver","12300000","Coimbatore","Tamil Nadu","Premium"
"BMWC0117","BMW X5","Diesel","2024","Red","10850000","Chennai","Tamil Nadu","Executive"
"BMWC0118","BMW 5 Series","Petrol","2023","Red","8500000","Delhi","Delhi","Premium"
"BMWC0119","BMW i7","Electric","2023","Grey","20100000","Chennai","Tamil Nadu","Premium"
"BMWC0120","BMW iX","Electric","2026","Red","14050000","Hyderabad","Telangana","Executive"
"BMWC0121","BMW 5 Series","Diesel","2024","Silver","8450000","Coimbatore","Tamil Nadu","Executive"
"BMWC0122","BMW X3","Petrol","2025","Blue","7450000","Bengaluru","Karnataka","Executive"
"BMWC0123","BMW i4","Electric","2026","Black","7200000","Hyderabad","Telangana","Business"
"BMWC0124","BMW 2 Series Gran Coupe","Petrol","2026","Blue","4850000","Bengaluru","Karnataka","Premium"
"BMWC0125","BMW i4","Electric","2024","Silver","7450000","Kolkata","West Bengal","Premium"
"BMWC0126","BMW X1","Diesel","2022","Red","5450000","Coimbatore","Tamil Nadu","Executive"
"BMWC0127","BMW i5","Electric","2025","Blue","12400000","Coimbatore","Tamil Nadu","Luxury"
"BMWC0128","BMW iX","Electric","2022","Silver","14550000","Pune","Maharashtra","Executive"
"BMWC0129","BMW X5","Diesel","2026","Red","11000000","Kolkata","West Bengal","Luxury"
"BMWC0130","BMW iX","Electric","2022","Blue","14150000","Gurugram","Haryana","Executive"
"BMWC0131","BMW 7 Series","Petrol","2023","White","19450000","Mumbai","Maharashtra","Premium"
"BMWC0132","BMW 2 Series Gran Coupe","Petrol","2026","Grey","4700000","Chennai","Tamil Nadu","Executive"
"BMWC0133","BMW X7","Petrol","2024","Grey","13950000","Jaipur","Rajasthan","Luxury"
"BMWC0134","BMW X3","Diesel","2024","Blue","7200000","Coimbatore","Tamil Nadu","Luxury"
"BMWC0135","BMW 3 Series","Petrol","2025","Red","6250000","Hyderabad","Telangana","Luxury"
"BMWC0136","BMW X7","Diesel","2024","Silver","13050000","Noida","Uttar Pradesh","Premium"
"BMWC0137","BMW X1","Diesel","2025","Red","5750000","Ahmedabad","Gujarat","Executive"
"BMWC0138","BMW 2 Series Gran Coupe","Diesel","2025","Blue","4600000","Chennai","Tamil Nadu","Premium"
"BMWC0139","BMW X5","Diesel","2025","Black","10850000","Jaipur","Rajasthan","Executive"
"BMWC0140","BMW iX","Electric","2022","Red","14950000","Kolkata","West Bengal","Executive"
"BMWC0141","BMW iX1","Electric","2023","Blue","6850000","Coimbatore","Tamil Nadu","Business"
"BMWC0142","BMW X1","Petrol","2025","White","5750000","Coimbatore","Tamil Nadu","Premium"
"BMWC0143","BMW 7 Series","Petrol","2024","Red","17950000","Noida","Uttar Pradesh","Luxury"
"BMWC0144","BMW iX1","Electric","2025","Silver","6850000","Kolkata","West Bengal","Executive"
"BMWC0145","BMW i4","Electric","2023","Red","7600000","Pune","Maharashtra","Business"
"BMWC0146","BMW X3","Diesel","2025","Blue","8050000","Hyderabad","Telangana","Premium"
"BMWC0147","BMW X3","Diesel","2026","White","7750000","Kochi","Kerala","Luxury"
"BMWC0148","BMW 7 Series","Petrol","2023","Red","19500000","Kochi","Kerala","Luxury"
"BMWC0149","BMW X5","Diesel","2022","White","10600000","Noida","Uttar Pradesh","Business"
"BMWC0150","BMW 5 Series","Petrol","2025","Silver","7950000","Chandigarh","Chandigarh","Executive"
"BMWC0151","BMW X7","Diesel","2024","Red","13850000","Mumbai","Maharashtra","Executive"
"BMWC0152","BMW iX","Electric","2025","Silver","14300000","Ahmedabad","Gujarat","Business"
"BMWC0153","BMW i5","Electric","2024","Blue","12250000","Mumbai","Maharashtra","Premium"
"BMWC0154","BMW X1","Diesel","2022","Red","5150000","Coimbatore","Tamil Nadu","Executive"
"BMWC0155","BMW X3","Petrol","2024","Grey","7200000","Pune","Maharashtra","Premium"
"BMWC0156","BMW iX1","Electric","2023","Silver","6700000","Kolkata","West Bengal","Executive"
"BMWC0157","BMW iX1","Electric","2023","White","6950000","Bengaluru","Karnataka","Premium"
"BMWC0158","BMW iX1","Electric","2026","Black","6700000","Kochi","Kerala","Premium"
"BMWC0159","BMW iX1","Electric","2022","Blue","6800000","Bengaluru","Karnataka","Business"
"BMWC0160","BMW X5","Petrol","2025","Silver","10100000","Kochi","Kerala","Luxury"
"BMWC0161","BMW 2 Series Gran Coupe","Petrol","2025","Blue","4950000","Hyderabad","Telangana","Premium"
"BMWC0162","BMW 2 Series Gran Coupe","Diesel","2023","White","4600000","Ahmedabad","Gujarat","Business"
"BMWC0163","BMW 7 Series","Petrol","2022","Red","19100000","Jaipur","Rajasthan","Executive"
"BMWC0164","BMW 5 Series","Petrol","2022","Silver","7250000","Gurugram","Haryana","Executive"
"BMWC0165","BMW i5","Electric","2023","White","12300000","Jaipur","Rajasthan","Luxury"
"BMWC0166","BMW iX","Electric","2024","Red","14650000","Chennai","Tamil Nadu","Executive"
"BMWC0167","BMW 3 Series","Petrol","2024","Red","6650000","Chennai","Tamil Nadu","Luxury"
"BMWC0168","BMW X3","Diesel","2023","Red","8150000","Chennai","Tamil Nadu","Luxury"
"BMWC0169","BMW iX1","Electric","2024","Grey","6850000","Jaipur","Rajasthan","Business"
"BMWC0170","BMW iX","Electric","2023","Silver","14650000","Pune","Maharashtra","Luxury"
"BMWC0171","BMW 7 Series","Petrol","2025","Red","18250000","Pune","Maharashtra","Luxury"
"BMWC0172","BMW i7","Electric","2025","Black","21700000","Mumbai","Maharashtra","Premium"
"BMWC0173","BMW iX","Electric","2025","Black","14350000","Gurugram","Haryana","Business"
"BMWC0174","BMW 2 Series Gran Coupe","Petrol","2024","Silver","4300000","Kolkata","West Bengal","Premium"
"BMWC0175","BMW 3 Series","Petrol","2025","Grey","6400000","Pune","Maharashtra","Luxury"
"BMWC0176","BMW i7","Electric","2026","Grey","20250000","Hyderabad","Telangana","Business"
"BMWC0177","BMW 2 Series Gran Coupe","Petrol","2022","Silver","5050000","Coimbatore","Tamil Nadu","Luxury"
"BMWC0178","BMW i7","Electric","2022","Black","20850000","Hyderabad","Telangana","Luxury"
"BMWC0179","BMW iX","Electric","2022","Grey","14900000","Bengaluru","Karnataka","Premium"
"BMWC0180","BMW iX1","Electric","2024","Blue","6750000","Chennai","Tamil Nadu","Executive"
"BMWC0181","BMW iX","Electric","2023","Silver","14850000","Noida","Uttar Pradesh","Premium"
"BMWC0182","BMW 3 Series","Diesel","2025","Black","6850000","Mumbai","Maharashtra","Executive"
"BMWC0183","BMW iX","Electric","2022","Black","14250000","Bengaluru","Karnataka","Premium"
"BMWC0184","BMW i4","Electric","2022","Silver","7400000","Chandigarh","Chandigarh","Business"
"BMWC0185","BMW 5 Series","Petrol","2023","Black","7950000","Hyderabad","Telangana","Luxury"
"BMWC0186","BMW i7","Electric","2022","Grey","21450000","Ahmedabad","Gujarat","Executive"
"BMWC0187","BMW X5","Petrol","2024","Silver","10300000","Hyderabad","Telangana","Business"
"BMWC0188","BMW X1","Diesel","2025","Red","5300000","Delhi","Delhi","Luxury"
"BMWC0189","BMW X7","Diesel","2022","Red","14300000","Chandigarh","Chandigarh","Premium"
"BMWC0190","BMW X7","Diesel","2023","Silver","14600000","Ahmedabad","Gujarat","Luxury"
"BMWC0191","BMW i5","Electric","2025","Grey","12000000","Mumbai","Maharashtra","Premium"
"BMWC0192","BMW X1","Petrol","2025","Red","5900000","Kolkata","West Bengal","Premium"
"BMWC0193","BMW X7","Petrol","2022","Grey","13350000","Hyderabad","Telangana","Premium"
"BMWC0194","BMW X7","Diesel","2023","Red","13100000","Delhi","Delhi","Luxury"
"BMWC0195","BMW iX1","Electric","2024","Grey","6850000","Delhi","Delhi","Luxury"
"BMWC0196","BMW X7","Diesel","2025","Black","13650000","Gurugram","Haryana","Executive"
"BMWC0197","BMW 7 Series","Petrol","2025","Silver","19050000","Bengaluru","Karnataka","Executive"
"BMWC0198","BMW X7","Petrol","2025","Blue","13950000","Chandigarh","Chandigarh","Executive"
"BMWC0199","BMW i7","Electric","2024","Red","21900000","Kolkata","West Bengal","Luxury"
"BMWC0200","BMW X7","Diesel","2022","White","14400000","Mumbai","Maharashtra","Business"
"BMWC0201","BMW X5","Diesel","2024","Black","11250000","Gurugram","Haryana","Executive"
"BMWC0202","BMW 5 Series","Diesel","2025","Silver","8000000","Ahmedabad","Gujarat","Business"
"BMWC0203","BMW iX1","Electric","2025","Blue","7000000","Gurugram","Haryana","Business"
"BMWC0204","BMW 3 Series","Petrol","2025","Black","6150000","Pune","Maharashtra","Executive"
"BMWC0205","BMW i4","Electric","2022","White","7400000","Delhi","Delhi","Executive"
"BMWC0206","BMW i5","Electric","2023","White","12100000","Coimbatore","Tamil Nadu","Business"
"BMWC0207","BMW X5","Diesel","2026","Grey","9950000","Bengaluru","Karnataka","Premium"
"BMWC0208","BMW iX","Electric","2025","Grey","14550000","Coimbatore","Tamil Nadu","Executive"
"BMWC0209","BMW X3","Petrol","2026","Black","7500000","Ahmedabad","Gujarat","Business"
"BMWC0210","BMW X7","Petrol","2025","Black","13400000","Gurugram","Haryana","Luxury"
"BMWC0211","BMW 2 Series Gran Coupe","Diesel","2026","Black","4650000","Kochi","Kerala","Luxury"
"BMWC0212","BMW iX1","Electric","2025","White","6800000","Chennai","Tamil Nadu","Premium"
"BMWC0213","BMW 3 Series","Diesel","2022","Black","6200000","Delhi","Delhi","Executive"
"BMWC0214","BMW i7","Electric","2023","Silver","21950000","Kochi","Kerala","Business"
"BMWC0215","BMW X3","Petrol","2025","Red","7100000","Pune","Maharashtra","Luxury"
"BMWC0216","BMW i7","Electric","2022","Silver","20750000","Hyderabad","Telangana","Executive"
"BMWC0217","BMW 5 Series","Diesel","2024","Black","7750000","Chandigarh","Chandigarh","Executive"
"BMWC0218","BMW 7 Series","Petrol","2024","Black","18400000","Chennai","Tamil Nadu","Premium"
"BMWC0219","BMW X1","Petrol","2026","Blue","5200000","Kolkata","West Bengal","Luxury"
"BMWC0220","BMW 2 Series Gran Coupe","Petrol","2022","Black","5000000","Bengaluru","Karnataka","Luxury"
"BMWC0221","BMW i7","Electric","2023","Red","21650000","Mumbai","Maharashtra","Executive"
"BMWC0222","BMW iX","Electric","2022","Grey","14400000","Hyderabad","Telangana","Luxury"
"BMWC0223","BMW X1","Petrol","2026","White","5150000","Ahmedabad","Gujarat","Executive"
"BMWC0224","BMW X5","Petrol","2024","Black","11000000","Mumbai","Maharashtra","Premium"
"BMWC0225","BMW 5 Series","Petrol","2022","Black","7800000","Jaipur","Rajasthan","Executive"
"BMWC0226","BMW 7 Series","Petrol","2025","Red","19450000","Ahmedabad","Gujarat","Premium"
"BMWC0227","BMW X5","Petrol","2023","Black","9700000","Pune","Maharashtra","Luxury"
"BMWC0228","BMW X5","Diesel","2024","Red","10550000","Chennai","Tamil Nadu","Premium"
"BMWC0229","BMW i4","Electric","2025","Blue","7500000","Kolkata","West Bengal","Business"
"BMWC0230","BMW i7","Electric","2023","White","20700000","Delhi","Delhi","Business"
"BMWC0231","BMW X7","Diesel","2025","White","14100000","Gurugram","Haryana","Premium"
"BMWC0232","BMW 7 Series","Petrol","2025","Black","18250000","Mumbai","Maharashtra","Luxury"
"BMWC0233","BMW 3 Series","Diesel","2022","Blue","5600000","Bengaluru","Karnataka","Executive"
"BMWC0234","BMW 3 Series","Petrol","2025","White","6300000","Bengaluru","Karnataka","Business"
"BMWC0235","BMW X7","Petrol","2024","Black","13550000","Gurugram","Haryana","Executive"
"BMWC0236","BMW X7","Diesel","2022","White","13250000","Kolkata","West Bengal","Executive"
"BMWC0237","BMW X7","Diesel","2024","Blue","14000000","Delhi","Delhi","Executive"
"BMWC0238","BMW iX","Electric","2022","Silver","14350000","Mumbai","Maharashtra","Luxury"
"BMWC0239","BMW 5 Series","Petrol","2026","Silver","8350000","Ahmedabad","Gujarat","Luxury"
"BMWC0240","BMW iX","Electric","2022","Grey","14750000","Kolkata","West Bengal","Luxury"
"BMWC0241","BMW iX","Electric","2022","Silver","14500000","Delhi","Delhi","Executive"
"BMWC0242","BMW i7","Electric","2023","Red","20950000","Ahmedabad","Gujarat","Executive"
"BMWC0243","BMW 7 Series","Petrol","2025","Silver","18400000","Gurugram","Haryana","Executive"
"BMWC0244","BMW iX","Electric","2022","Red","14750000","Kochi","Kerala","Executive"
"BMWC0245","BMW X7","Petrol","2023","Grey","13200000","Hyderabad","Telangana","Business"
"BMWC0246","BMW X7","Diesel","2024","White","13300000","Delhi","Delhi","Premium"
"BMWC0247","BMW X1","Petrol","2022","Black","5100000","Delhi","Delhi","Business"
"BMWC0248","BMW i7","Electric","2022","Red","21900000","Gurugram","Haryana","Executive"
"BMWC0249","BMW X1","Petrol","2024","Black","5900000","Bengaluru","Karnataka","Business"
"BMWC0250","BMW 7 Series","Petrol","2022","Grey","19500000","Chennai","Tamil Nadu","Executive"
"BMWC0251","BMW 3 Series","Diesel","2024","Blue","6150000","Mumbai","Maharashtra","Premium"
"BMWC0252","BMW 3 Series","Diesel","2024","Grey","6800000","Jaipur","Rajasthan","Luxury"
"BMWC0253","BMW X7","Diesel","2026","White","13100000","Bengaluru","Karnataka","Luxury"
"BMWC0254","BMW 5 Series","Petrol","2022","Silver","7250000","Jaipur","Rajasthan","Premium"
"BMWC0255","BMW 3 Series","Diesel","2025","Silver","6100000","Kolkata","West Bengal","Business"
"BMWC0256","BMW 5 Series","Petrol","2025","Silver","8400000","Ahmedabad","Gujarat","Executive"
"BMWC0257","BMW X5","Diesel","2024","Black","9800000","Ahmedabad","Gujarat","Luxury"
"BMWC0258","BMW 2 Series Gran Coupe","Diesel","2022","White","4800000","Hyderabad","Telangana","Business"
"BMWC0259","BMW iX","Electric","2024","Silver","15000000","Hyderabad","Telangana","Luxury"
"BMWC0260","BMW 3 Series","Diesel","2024","Black","5800000","Coimbatore","Tamil Nadu","Business"
"BMWC0261","BMW 2 Series Gran Coupe","Diesel","2023","White","4850000","Coimbatore","Tamil Nadu","Business"
"BMWC0262","BMW 5 Series","Diesel","2023","Blue","7750000","Ahmedabad","Gujarat","Premium"
"BMWC0263","BMW 5 Series","Petrol","2025","Grey","7550000","Chandigarh","Chandigarh","Luxury"
"BMWC0264","BMW i4","Electric","2025","Blue","7800000","Pune","Maharashtra","Luxury"
"BMWC0265","BMW X7","Diesel","2026","Silver","14950000","Kochi","Kerala","Premium"
"BMWC0266","BMW X7","Petrol","2024","White","14000000","Delhi","Delhi","Luxury"
"BMWC0267","BMW 2 Series Gran Coupe","Diesel","2024","Grey","4500000","Kochi","Kerala","Premium"
"BMWC0268","BMW i4","Electric","2022","Silver","7700000","Delhi","Delhi","Luxury"
"BMWC0269","BMW X1","Petrol","2026","White","5400000","Noida","Uttar Pradesh","Executive"
"BMWC0270","BMW X3","Diesel","2024","Grey","7150000","Ahmedabad","Gujarat","Premium"
"BMWC0271","BMW i5","Electric","2024","White","12000000","Kolkata","West Bengal","Luxury"
"BMWC0272","BMW iX","Electric","2025","Silver","14250000","Noida","Uttar Pradesh","Premium"
"BMWC0273","BMW 5 Series","Diesel","2024","Black","7850000","Kochi","Kerala","Luxury"
"BMWC0274","BMW 2 Series Gran Coupe","Petrol","2023","Black","4850000","Kochi","Kerala","Executive"
"BMWC0275","BMW X7","Diesel","2022","Black","14050000","Gurugram","Haryana","Luxury"
"BMWC0276","BMW 7 Series","Petrol","2022","Silver","17850000","Ahmedabad","Gujarat","Premium"
"BMWC0277","BMW i5","Electric","2022","White","12050000","Kochi","Kerala","Business"
"BMWC0278","BMW i5","Electric","2023","Blue","12450000","Kochi","Kerala","Business"
"BMWC0279","BMW 7 Series","Petrol","2024","White","18100000","Jaipur","Rajasthan","Luxury"
"BMWC0280","BMW 2 Series Gran Coupe","Petrol","2022","Blue","5050000","Kochi","Kerala","Executive"
"BMWC0281","BMW X1","Diesel","2026","Grey","5250000","Chennai","Tamil Nadu","Premium"
"BMWC0282","BMW 2 Series Gran Coupe","Petrol","2022","Blue","4800000","Kochi","Kerala","Premium"
"BMWC0283","BMW X5","Diesel","2024","White","11200000","Noida","Uttar Pradesh","Business"
"BMWC0284","BMW iX","Electric","2023","Grey","14550000","Mumbai","Maharashtra","Business"
"BMWC0285","BMW X7","Petrol","2025","Red","14000000","Bengaluru","Karnataka","Executive"
"BMWC0286","BMW iX1","Electric","2026","Silver","6750000","Gurugram","Haryana","Luxury"
"BMWC0287","BMW iX1","Electric","2021","White","6700000","Chandigarh","Chandigarh","Luxury"
"BMWC0288","BMW 3 Series","Diesel","2023","Black","5700000","Noida","Uttar Pradesh","Premium"
"BMWC0289","BMW iX1","Electric","2026","Blue","6900000","Chandigarh","Chandigarh","Luxury"
"BMWC0290","BMW X7","Diesel","2025","Black","14500000","Kolkata","West Bengal","Executive"
